feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
76.136,75.254,78.919,75.727,44.406,68.996,-940.999,-0.661,4.296,A
76.863,77.131,78.099,77.572,6.42,67.442,-197.737,0.694,-2.624,A
76.029,75.805,77.414,75.608,33.481,66.063,-548.23,-1.043,4.67,A
77.728,76.946,75.829,76.539,42.125,69.492,-201.614,-1.337,4.573,A
79.077,76.119,78.129,77.135,5.526,67.27,-909.613,0.142,3.002,A
79.563,75.539,76.01,78.524,8.084,69.157,-484.559,-1.609,-1.077,A
77.437,78.03,77.327,78.659,13.147,66.597,-243.934,-1.232,2.905,A
79.371,76.48,78.92,75.334,25.751,68.477,-764.212,-0.334,3.34,A
79.918,75.011,75.705,77.561,47.153,66.85,-737.978,-0.006,-2.592,A
76.99,77.897,76.735,76.19,49.096,68.588,-307.539,0.123,-2.29,A
78.252,77.529,76.212,77.969,2.733,69.946,-637.802,0.893,5.557,A
77.51,75.564,78.842,77.405,41.906,66.181,-42.451,-1.207,1.217,A
76.176,77.701,77.839,76.423,4.77,69.521,-523.793,-0.984,-2.544,A
76.11,75.161,78.201,78.759,27.118,69.719,-364.98,-0.544,-1.737,A
76.723,78.655,77.634,76.392,19.912,69.3,-766.376,-0.83,4.504,A
77.47,78.464,76.18,77.274,6.381,69.824,-895.007,-1.667,4.564,A
79.359,76.229,75.409,77.761,3.117,67.734,-911.782,-0.75,-1.055,A
65.685,65.334,64.312,65.068,51.493,71.118,-980.559,-1.656,-0.735,B
64.821,66.079,62.997,64.252,82.792,72.552,-711.468,0.782,-1.586,B
64.577,63.836,61.876,63.21,51.308,69.872,-129.658,-0.165,3.751,B
63.547,65.918,63.613,66.27,73.656,70.215,-829.957,0.057,5.943,B
65.721,65.632,64.628,63.652,79.404,70.405,-352.576,0.007,1.706,B
62.459,65.32,62.648,63.448,87.94,68.585,-722.585,0.989,-0.695,B
62.692,63.401,62.073,64.12,25.816,72.416,-411.349,-0.711,-1.228,B
62.016,65.591,62.594,64.151,85.87,68.926,-224.023,-1.373,2.675,B
64.213,64.903,63.85,64.925,18.022,72.489,-162.192,-0.689,4.034,B
63.801,64.439,64.3,64.121,82.471,71.492,-385.091,-1.84,0.616,B
65.664,65.566,61.885,63.696,17.372,71.039,-937.199,-0.648,-1.828,B
62.716,66.955,63.149,66.866,5.945,68.858,-516.674,-0.518,4.429,B
64.771,64.957,61.174,65.193,45.564,68.137,-856.89,-1.091,5.242,B
63.221,65.988,62.844,63.858,38.309,70.08,-965.542,0.562,1.342,B
64.482,65.566,63.897,66.661,88.153,72.74,-518.67,-0.055,3.662,B
65.092,64.228,63.274,64.886,50.632,71.853,-203.267,-1.359,-1.512,B
65.963,65.576,63.659,63.486,13.539,69.789,-787.862,-0.587,-1.813,B
63.868,63.008,64.769,63.21,83.652,68.46,-944.448,-1.358,0.65,B
62.118,64.091,63.795,64.122,32.93,71.09,-443.842,-1.697,-0.584,B
63.473,63.513,64.199,65.44,86.552,72.563,-202.71,0.093,0.146,B
65.565,64.044,64.589,65.288,28.001,72.023,-302.072,-0.383,-1.466,B
64.027,64.696,63.662,64.835,88.216,69.936,-225.069,0.932,-0.166,B
63.417,64.992,64.904,63.891,39.906,69.941,-996.655,-0.887,-0.229,B
65.182,66.769,62.161,64.562,47.667,69.902,-177.263,-0.071,1.396,B
63.79,64.741,61.59,63.416,9.814,68.16,-577.86,0.842,1.285,B
64.245,64.796,63.842,63.937,73.147,68.52,-138.369,-0.186,0.802,B
65.336,66.486,64.79,66.116,16.222,70.272,-837.631,-1.309,5.33,B
64.73,65.321,64.087,63.803,67.966,68.869,-628.232,0.922,-1.361,B
62.873,64.664,64.04,66.011,40.431,68.297,-427.769,0.302,0.377,B
63.004,64.639,64.108,65.023,86.116,72.137,-934.834,-0.155,2.389,B
63.906,63.997,61.648,63.256,23.916,70.54,-460.405,-1.086,3.927,B
65.164,64.946,62.384,65.384,8.803,71.96,-27.735,-0.873,-1.128,B
63.302,63.176,62.481,66.882,23.257,70.39,-391.661,-1.315,-1.205,B
62.092,65.765,61.229,64.941,21.882,71.429,-674.515,0.118,5.38,B
62.966,64.564,62.214,65.98,31.679,68.84,-89.406,0.324,0.624,B
64.397,65.961,61.328,63.772,73.243,71.175,-25.195,-0.873,-0.361,B
62.609,63.168,63.812,65.322,65.206,69.007,-299.359,0.589,3.017,B
64.917,64.45,63.298,64.468,53.298,70.172,-306.071,0.347,3.432,B
63.315,63.057,62.223,63.65,0.698,71.082,-185.318,-0.655,0.983,B
65.864,64.148,61.17,63.237,45.749,70.752,-789.537,-0.296,-0.131,B
62.221,63.135,64.221,64.211,5.919,68.477,-509.131,-1.751,-0.929,B
62.89,64.672,62.635,66.604,63.309,68.647,-82.719,0.056,3.037,B
65.478,63.39,61.83,66.285,14.237,68.955,-72.007,0.13,0.659,B
64.08,66.06,61.891,65.746,40.947,68.635,-291.227,0.662,1.987,B
64.071,64.663,61.618,63.624,85.874,72.712,-539.336,0.795,2.641,B
63.978,63.261,63.566,64.918,45.664,71.123,-728.147,0.721,1.564,B
65.626,64.746,61.67,66.849,62.238,72.029,-162.33,-1.986,0.643,B
62.002,63.723,62.572,65.661,88.848,69.206,-229.321,0.816,4.725,B
64.328,65.643,61.967,65.944,9.044,70.842,-175.746,-0.723,0.022,B
63.634,63.357,61.095,63.866,49.911,70.184,-52.077,0.535,-0.37,B
65.867,66.289,63.183,66.148,0.987,68.643,-663.366,-0.073,4.576,B
64.544,64.436,62.759,65.659,13.45,72.393,-804.392,-1.858,0.613,B
62.57,65.049,63.789,66.14,60.599,71.357,-544.02,-0.16,0.801,B
65.335,65.772,63.846,65.525,0.955,68.52,-170.322,0.206,0.015,B
63.736,63.749,61.554,66.12,62.826,70.569,-617.511,-0.309,2.22,B
63.544,66.789,62.328,66.918,39.872,70.603,-611.902,-1.847,0.305,B
62.809,64.086,62.678,65.712,20.895,71.213,-199.741,0.617,0.092,B
62.888,64.176,63.868,65.767,76.78,69.798,-723.147,-1.836,0.479,B
63.873,64.641,62.809,64.996,16.824,69.445,-307.24,0.01,0.221,B
65.823,65.179,63.53,63.838,40.157,71.701,-236.56,-1.661,-1.841,B
63.697,66.873,64.247,66.539,66.684,69.844,-88.813,0.64,2.952,B
63.698,66.268,61.04,66.626,69.718,71.4,-831.963,-1.004,5.447,B
65.123,65.437,61.123,66.686,49.207,69.843,-564.366,-1.12,0.734,B
65.166,63.858,62.091,64.254,76.88,72.05,-469.776,-1.91,2.472,B
64.016,66.492,62.418,66.614,3.473,69.998,-137.149,-1.658,1.271,B
62.604,64.064,61.373,66.274,60.246,68.578,-620.569,-0.251,2.702,B
63.478,64.096,63.675,65.05,0.574,70.517,-624.015,-0.865,1.01,B
65.16,65.41,63.586,64.207,10.901,68.227,-69.86,0.759,3.976,B
63.155,66.326,62.042,65.754,58.214,70.712,-191.049,0.834,5.647,B
64.215,63.615,62.861,63.434,19.423,68.245,-162.758,0.565,5.598,B
63.235,66.951,64.144,66.457,10.791,70.086,-308.683,-0.007,5.721,B
65.08,64.011,62.884,63.861,46.681,71.72,-960.746,-1.43,0.97,B
64.635,64.44,64.254,64.596,66.779,68.151,-35.955,-0.081,0.957,B
65.392,64.994,61.696,64.788,46.443,71.571,-819.47,0.525,3.121,B
63.27,66.487,62.141,63.145,83.44,68.035,-914.246,0.871,5.238,B
63.624,66.413,62.534,64.353,51.166,68.984,-700.72,0.812,2.521,B
65.23,66.103,64.758,66.323,19.634,70.342,-376.769,0.52,-1.888,B
64.73,63.936,61.061,63.916,69.604,68.054,-639.738,-0.23,5.561,B
65.978,63.922,63.121,64.041,77.145,69.255,-360.604,-1.276,3.874,B
65.515,66.41,64.106,64.846,18.039,69.652,-763.79,0.315,0.395,B
63.457,66.506,64.921,64.631,73.892,70.177,-875.203,-0.144,-1.171,B
64.319,65.587,61.562,66.347,8.21,71.19,-500.948,-0.193,-0.008,B
62.29,65.171,63.41,66.089,12.571,70.345,-913.382,-1.98,3.086,B
62.88,66.636,61.373,64.386,24.206,71.048,-832.435,-0.99,0.981,B
65.327,63.774,64.61,63.774,29.851,70.904,-159.85,-0.637,-1.439,B
65.068,66.401,62.011,64.29,72.195,68.315,-443.086,0.405,0.206,B
64.827,64.508,64.519,64.716,56.199,70.848,-205.084,0.841,1.644,B
62.181,64.372,61.128,64.242,21.584,69.636,-345.858,-0.855,1.297,B
65.355,63.301,62.047,63.867,38.951,70.932,-946.123,-0.541,2.338,B
64.304,64.797,63.192,64.341,41.031,68.588,-886.069,-0.405,3.453,B
62.903,65.547,62.291,66.237,60.945,72.875,-17.983,0.553,1.891,B
63.206,65.916,63.646,66.426,40.471,71.841,-711.375,0.369,2.311,B
63.132,64.58,62.769,65.061,4.579,70.502,-430.048,-1.989,2.185,B
65.516,64.212,61.275,65.765,58.703,70.008,-678.826,-1.757,4.331,B
65.318,64.279,61.771,63.576,22.518,70.53,-566.813,0.124,5.603,B
62.956,65.504,63.171,66.194,57.565,68.882,-427.162,-0.27,1.859,B
62.717,63.733,62.617,63.431,66.881,71.829,-823.273,-1.879,-0.126,B
65.921,66.26,63.533,64.897,16.037,69.502,-792.74,-0.876,-1.58,B
63.559,64.141,64.932,64.216,54.88,71.279,-319.045,-0.226,0.612,B
63.653,64.206,62.023,63.544,50.826,71.374,-213.096,0.774,3.231,B
66.616,67.354,67.535,67.558,90.0,69.348,-275.454,-740.869,-1.854,C
66.929,69.049,67.905,68.648,90.0,69.634,-463.195,-783.682,-2.127,C
68.781,66.796,69.803,67.467,90.0,67.464,-332.807,-163.139,-2.597,C
66.391,69.942,67.677,67.028,90.0,67.636,-512.25,-65.336,0.894,C
67.886,69.794,67.672,66.475,90.0,67.56,-917.26,-913.32,0.438,C
66.45,67.92,66.328,66.03,90.0,66.846,-862.006,-724.973,2.927,C
67.106,67.832,69.192,68.374,90.0,67.604,-306.599,-524.155,3.018,C
68.233,67.602,67.037,69.546,90.0,69.397,-567.082,-56.747,4.233,C
67.126,67.955,68.175,66.362,90.0,67.159,-978.45,-348.02,0.522,C
67.535,67.631,67.329,66.238,90.0,69.846,-646.525,-275.111,-3.924,C
67.037,67.375,68.646,66.984,90.0,69.947,-712.474,-55.394,0.215,C
69.252,67.005,69.114,69.307,90.0,68.158,-131.786,-835.193,1.724,C
67.212,67.369,67.63,67.34,90.0,68.958,-14.212,-59.93,-0.717,C
66.57,69.087,67.946,66.958,90.0,68.319,-844.414,-651.069,-3.866,C
68.415,69.542,66.882,69.666,90.0,67.296,-572.307,-853.86,1.942,C
66.633,66.151,69.858,67.853,90.0,68.853,-965.306,-256.713,-0.185,C
69.565,66.877,68.821,67.599,90.0,67.92,-244.026,-594.276,-1.572,C
69.354,69.3,68.634,68.633,90.0,68.425,-313.245,-53.262,-1.692,C
66.769,67.844,68.525,69.166,90.0,69.464,-668.146,-841.701,-0.536,C
66.946,68.777,69.057,69.317,90.0,69.634,-984.957,-565.774,0.894,C
67.519,69.484,68.913,68.953,90.0,66.4,-294.639,-813.945,-2.072,C
66.27,67.504,67.226,69.772,90.0,68.631,-422.645,-522.172,0.657,C
66.982,69.871,66.061,66.985,90.0,68.724,-457.738,-404.999,4.591,C
66.21,69.04,67.71,68.23,90.0,69.815,-164.357,-244.36,0.716,C
68.289,69.002,66.577,67.395,90.0,69.38,-666.771,-297.292,-3.913,C
69.395,66.844,67.126,67.353,90.0,68.543,-655.467,-928.6,3.312,C
66.24,69.118,66.306,69.685,90.0,67.768,-578.983,-342.578,4.391,C
66.157,66.969,69.022,69.977,90.0,66.317,-763.4,-397.512,3.083,C
68.194,66.373,67.969,68.391,90.0,69.285,-356.139,-563.824,1.596,C
66.166,67.531,66.696,69.095,90.0,68.184,-911.834,-840.821,2.99,C
69.529,66.553,66.055,66.794,90.0,66.255,-103.199,-981.989,-2.286,C
66.892,69.666,69.975,66.276,90.0,69.77,-571.944,-563.216,-1.071,C
68.089,67.978,66.571,66.454,90.0,67.443,-889.63,-507.212,-2.531,C
68.691,68.468,69.942,67.936,90.0,67.786,-107.908,-537.961,-0.755,C
69.215,67.257,66.596,66.332,90.0,67.69,-919.218,-57.299,4.77,C
67.814,66.773,67.287,68.073,90.0,68.841,-853.735,-221.887,-3.838,C
69.896,69.579,67.921,66.255,90.0,68.313,-829.45,-338.793,3.494,C
67.059,69.726,67.401,69.138,90.0,68.523,-258.832,-256.188,-2.009,C
68.753,69.565,68.4,69.447,90.0,69.74,-227.247,-545.198,1.524,C
67.706,67.148,69.974,66.657,90.0,66.164,-317.454,-237.738,1.937,C
68.985,67.597,67.285,69.73,90.0,67.06,-463.806,-158.887,0.089,C
66.227,68.323,68.648,67.586,90.0,67.362,-155.363,-45.175,-1.599,C
69.993,66.697,69.584,69.461,90.0,67.047,-530.572,-219.492,1.023,C
68.694,68.68,69.018,69.216,90.0,69.397,-255.359,-447.891,-3.09,C
67.133,67.316,67.959,67.119,90.0,67.464,-958.65,-931.427,4.562,C
66.164,69.354,69.288,66.289,90.0,66.348,-354.867,-4.384,-1.892,C
68.69,68.543,69.581,66.186,90.0,67.99,-103.984,-853.847,2.566,C
69.64,69.942,69.041,66.195,90.0,67.706,-272.461,-710.277,2.263,C
68.284,69.242,68.766,69.456,90.0,66.231,-422.081,-817.941,4.22,C
67.844,66.54,67.558,67.319,90.0,68.476,-999.46,-112.466,1.659,C
68.638,66.877,66.129,69.059,90.0,69.968,-262.362,-832.327,2.147,C
69.654,69.442,68.905,69.199,90.0,69.934,-460.588,-859.287,-1.509,C
67.253,68.592,66.074,66.509,90.0,69.174,-301.956,-337.682,3.522,C
69.146,69.99,67.496,69.002,90.0,69.961,-783.732,-232.057,3.496,C
69.975,69.9,69.643,69.116,90.0,69.131,-889.242,-864.534,-1.814,C
68.327,69.346,67.364,66.153,90.0,69.973,-236.683,-716.128,3.223,C
67.895,67.153,68.008,69.192,90.0,68.169,-763.679,-851.778,1.069,C
67.817,66.761,69.327,69.237,90.0,68.293,-655.343,-453.445,-3.176,C
68.265,68.448,66.432,67.799,90.0,69.423,-777.784,-843.521,-2.606,C
66.768,67.971,68.843,68.846,90.0,68.87,-225.481,-190.027,-1.367,C
67.62,68.009,68.833,68.455,90.0,68.48,-96.257,-726.249,2.212,C
67.909,67.938,69.271,68.097,90.0,66.679,-376.468,-50.659,-2.203,C
69.598,66.323,66.513,69.347,90.0,68.151,-293.608,-537.57,3.108,C
67.784,68.374,67.42,66.442,90.0,68.429,-262.726,-684.812,2.081,C
66.51,67.709,69.442,66.995,90.0,67.024,-226.296,-880.088,-0.921,C
69.925,68.147,67.615,68.477,90.0,68.577,-637.553,-918.354,-2.271,C
68.07,69.23,69.245,69.052,90.0,68.498,-492.685,-18.619,3.428,C
68.691,66.918,69.567,68.592,90.0,67.37,-430.773,-897.562,-1.392,C
67.426,67.859,66.133,69.022,90.0,66.486,-174.581,-872.573,-3.276,C
69.445,68.193,68.568,69.205,90.0,66.662,-406.111,-33.954,1.91,C
68.688,66.556,67.725,68.081,90.0,67.456,-326.984,-189.779,-0.702,C
67.78,69.314,67.318,67.237,90.0,69.948,-196.283,-277.515,-3.478,C
66.673,67.25,68.051,67.847,90.0,69.582,-305.67,-577.391,0.628,C
69.889,66.414,66.305,69.026,90.0,69.918,-880.059,-165.396,1.237,C
67.167,69.906,66.629,68.996,90.0,69.095,-482.18,-224.986,0.13,C
69.915,69.02,67.957,68.304,90.0,69.915,-319.841,-516.916,4.059,C
67.068,67.561,67.388,68.437,90.0,68.669,-930.886,-61.554,0.385,C
67.246,68.192,67.041,69.018,90.0,69.394,-107.315,-270.824,-2.668,C
68.239,69.678,66.133,68.251,90.0,67.414,-127.221,-683.445,-1.188,C
68.315,66.988,67.567,69.086,90.0,66.825,-117.459,-402.958,4.294,C
69.666,68.286,69.214,67.958,90.0,66.371,-684.176,-159.274,-2.441,C
69.981,67.454,66.436,68.154,90.0,69.172,-72.337,-711.432,-2.469,C
66.096,69.44,67.511,69.642,90.0,68.852,-858.529,-19.57,1.668,C
69.191,67.942,68.639,68.228,90.0,69.161,-824.653,-759.352,1.426,C
68.825,67.52,68.973,66.559,90.0,69.526,-80.213,-935.914,-1.177,C
67.745,67.857,68.473,69.644,90.0,69.867,-128.76,-845.854,-3.767,C
67.381,67.911,68.874,68.633,90.0,67.88,-695.861,-68.379,2.214,C
68.717,69.642,67.74,68.263,90.0,69.227,-12.51,-345.675,-0.909,C
67.812,67.962,67.09,68.01,90.0,68.427,-9.497,-257.161,3.636,C
68.947,67.617,69.478,69.404,90.0,69.558,-17.86,-448.813,-2.156,C
69.989,67.683,66.778,67.357,90.0,68.305,-461.864,-689.841,1.59,C
69.049,67.11,67.907,69.259,90.0,68.646,-893.524,-29.313,1.162,C
67.276,66.451,67.745,69.204,90.0,69.549,-30.582,-946.001,0.024,C
67.184,68.487,67.462,67.405,90.0,68.413,-666.816,-628.649,-3.503,C
67.461,66.042,68.182,69.631,90.0,68.804,-434.818,-362.917,3.883,C
67.402,66.364,69.361,68.03,90.0,69.315,-295.737,-57.42,-0.623,C
66.575,67.095,68.284,68.765,90.0,68.101,-124.67,-796.383,-3.702,C
66.225,69.984,67.231,66.271,90.0,69.912,-164.161,-274.813,0.106,C
66.838,67.977,66.942,68.376,90.0,69.154,-701.245,-412.039,2.363,C
68.805,67.675,66.145,66.987,90.0,69.795,-459.42,-277.438,2.304,C
