feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
77.55,75.833,77.006,78.921,13.838,68.917,-740.252,-1.756,5.788,A
79.332,76.576,75.37,78.761,19.148,69.844,-995.922,-0.653,5.205,A
76.16,75.98,78.741,78.37,15.96,68.637,-707.386,0.491,5.389,A
77.1,77.126,75.04,75.35,48.659,66.949,-412.141,-0.124,4.705,A
77.319,77.542,76.594,78.632,37.933,66.295,-941.131,-1.522,-0.338,A
77.961,78.663,75.186,78.185,21.487,67.469,-983.297,0.934,0.454,A
78.136,76.363,76.305,77.84,34.268,67.483,-209.967,-0.58,5.642,A
76.947,76.653,77.048,75.127,23.977,68.835,-552.765,-0.828,3.885,A
79.937,75.988,76.572,78.342,2.548,67.338,-684.844,-0.798,-1.836,A
76.556,76.593,75.269,77.45,10.958,69.309,-11.073,-0.863,1.878,A
78.289,75.617,76.493,78.859,25.573,68.834,-441.217,0.438,3.624,A
78.828,75.564,78.839,76.091,25.969,67.39,-550.03,-0.697,5.209,A
78.376,75.596,76.702,75.918,37.775,66.578,-858.454,-1.815,-2.409,A
76.428,76.496,75.561,78.753,23.568,67.452,-528.385,0.425,3.473,A
79.087,75.342,77.128,78.421,35.53,68.227,-43.149,-1.918,3.611,A
79.065,76.954,75.274,75.509,23.487,67.041,-915.847,0.057,4.64,A
79.924,75.994,77.674,78.003,3.678,67.381,-263.986,0.688,3.698,A
78.798,75.901,78.786,78.342,33.492,66.195,-161.44,-0.564,-0.064,A
78.739,75.047,78.758,77.375,26.15,69.367,-417.305,-0.224,-2.137,A
77.719,76.078,76.346,76.061,43.556,68.622,-484.734,0.484,3.604,A
77.172,75.335,76.632,78.129,32.827,69.789,-478.643,-0.922,5.589,A
78.978,76.776,75.033,76.914,27.549,69.621,-348.818,0.306,1.629,A
78.111,78.294,78.636,78.124,39.109,68.61,-686.717,0.049,5.238,A
78.541,78.509,76.506,78.368,32.102,68.847,-499.098,0.459,3.798,A
78.476,76.28,75.798,75.112,2.098,69.449,-690.277,-0.448,4.851,A
78.739,78.665,76.243,78.628,22.869,66.031,-191.628,0.387,2.793,A
76.523,77.861,77.789,75.224,25.125,66.559,-13.028,-1.972,1.873,A
79.825,77.998,77.637,76.947,13.64,66.092,-134.81,0.066,5.64,A
78.01,78.504,75.618,76.785,39.15,69.719,-749.516,-1.191,0.154,A
78.752,78.882,76.219,75.796,46.668,66.149,-221.654,0.2,-1.025,A
77.925,76.22,75.162,75.178,4.718,67.893,-375.284,0.03,3.98,A
77.749,77.853,76.106,77.998,18.055,67.531,-263.193,-0.376,0.681,A
78.142,76.187,77.534,77.443,45.803,66.697,-600.762,-0.405,-1.907,A
79.073,75.149,75.918,77.541,7.727,69.64,-774.093,0.273,5.227,A
78.992,75.875,76.952,76.156,38.204,68.982,-112.117,0.836,1.526,A
77.027,75.18,78.71,77.393,12.555,66.361,-775.883,0.395,2.855,A
76.506,76.276,75.174,75.813,33.763,67.321,-408.533,0.281,3.977,A
77.348,78.591,76.96,75.991,37.48,66.704,-825.494,-1.243,4.481,A
76.492,77.174,76.487,75.838,18.498,68.466,-410.462,0.103,0.123,A
76.244,77.358,77.274,77.872,3.453,67.282,-600.186,0.358,4.281,A
79.897,75.016,78.139,78.49,26.823,66.832,-307.488,-1.292,3.811,A
78.099,78.371,75.875,76.88,4.512,66.65,-291.685,-0.485,3.712,A
76.969,77.55,75.379,78.098,36.521,67.911,-73.981,0.842,4.347,A
79.196,76.291,78.763,77.477,9.97,66.775,-797.968,0.749,-1.677,A
78.406,77.57,76.202,77.301,36.946,69.089,-637.598,0.137,0.2,A
79.41,76.551,78.671,78.589,31.155,69.352,-29.362,-1.005,-1.912,A
77.649,78.854,75.016,77.527,3.644,68.435,-462.779,0.855,1.371,A
77.727,75.414,76.404,77.571,47.904,68.5,-221.952,0.389,1.923,A
76.898,78.392,76.113,76.691,1.927,66.648,-852.589,-0.704,3.307,A
78.053,77.552,78.78,76.885,17.582,66.54,-263.441,-0.784,1.736,A
79.92,78.557,78.432,75.544,46.113,68.641,-817.207,-0.277,3.743,A
79.675,76.182,78.898,78.166,7.585,69.311,-619.676,-0.032,-1.121,A
79.01,77.354,77.459,78.251,12.255,67.933,-58.159,0.743,3.891,A
78.316,75.715,78.452,78.55,2.004,67.739,-198.777,-1.326,-0.923,A
78.618,78.559,77.915,78.108,21.043,67.375,-402.742,-0.982,-2.067,A
76.6,76.644,77.622,76.131,46.626,68.796,-259.69,-0.31,1.572,A
78.592,75.862,78.242,76.393,42.664,69.433,-693.181,-0.953,5.779,A
77.474,77.884,77.49,78.183,5.506,68.591,-820.765,0.523,5.939,A
79.261,77.521,78.283,75.853,21.01,67.338,-149.29,-0.135,3.677,A
77.989,78.474,77.778,78.086,36.425,67.08,-918.92,-1.058,1.163,A
77.187,76.675,78.932,77.74,16.282,69.061,-88.948,-1.651,-0.091,A
77.167,75.103,76.868,77.815,39.683,69.12,-272.994,-0.598,1.66,A
77.982,76.456,77.827,75.372,15.727,66.641,-499.07,-1.921,-1.493,A
79.222,77.773,78.19,75.8,2.586,68.284,-491.878,0.84,1.057,A
78.894,78.377,77.151,76.668,49.018,67.611,-768.719,-0.639,0.471,A
76.228,77.395,75.996,75.867,27.705,69.82,-555.524,-1.966,4.949,A
79.359,77.857,78.846,75.551,25.142,69.376,-441.675,-1.562,2.807,A
78.522,76.437,77.946,78.906,20.975,67.768,-112.522,0.975,5.11,A
76.036,76.816,78.643,75.56,33.684,68.903,-914.904,-1.692,-0.773,A
79.16,78.723,78.909,77.084,27.665,69.251,-191.742,0.053,5.744,A
76.185,78.08,75.757,78.743,11.235,69.359,-611.831,-0.458,-0.084,A
79.144,76.007,76.563,77.2,31.271,69.942,-156.878,0.298,3.562,A
76.318,75.212,75.599,76.449,38.24,67.94,-683.619,-1.794,-1.766,A
76.832,75.726,76.975,77.765,29.216,67.043,-52.108,-1.16,1.594,A
77.112,77.759,75.757,76.428,14.735,66.499,-733.921,-1.376,0.116,A
65.524,65.008,61.161,65.739,16.46,71.889,-919.297,-1.555,3.593,B
62.663,63.132,63.254,65.725,83.094,71.529,-818.141,-1.105,1.251,B
64.553,64.564,64.132,63.026,52.859,69.896,-979.68,0.941,4.669,B
62.068,66.672,63.445,66.008,5.172,71.551,-950.302,0.671,3.69,B
64.969,66.054,61.038,66.258,0.167,70.134,-31.341,-0.954,4.428,B
64.393,64.922,64.679,66.957,25.638,72.807,-771.368,0.569,-1.5,B
62.92,65.788,63.755,66.654,39.091,69.965,-585.121,-0.952,2.348,B
63.59,63.382,63.861,64.621,43.421,71.624,-433.588,0.896,3.968,B
65.965,63.205,62.871,63.506,16.481,69.422,-131.652,-1.321,1.556,B
65.243,66.798,62.741,66.411,16.761,71.71,-703.257,-0.237,-0.198,B
65.979,63.333,61.794,63.237,18.694,68.404,-156.446,0.831,2.701,B
65.0,64.587,61.95,63.075,85.691,68.807,-330.155,-1.642,1.909,B
62.051,63.691,63.15,65.468,33.149,70.217,-939.945,0.333,-1.206,B
65.408,64.271,61.508,65.567,14.397,71.164,-777.172,0.156,5.438,B
64.593,63.04,64.362,65.994,16.611,72.093,-258.548,-1.655,4.116,B
64.254,66.053,61.184,64.891,79.294,69.798,-444.735,-0.846,4.518,B
64.98,64.57,63.84,65.885,36.394,68.461,-200.119,-0.825,-1.405,B
65.338,63.054,61.617,63.849,16.54,69.623,-923.336,-0.244,5.67,B
62.316,64.672,63.353,64.691,49.515,70.444,-679.362,-0.505,5.575,B
63.45,63.844,61.587,63.101,50.535,68.877,-991.179,0.193,0.196,B
62.134,64.678,64.089,65.507,76.465,68.814,-45.012,-0.306,4.698,B
63.295,65.663,64.278,65.634,76.356,72.169,-626.092,-0.587,1.901,B
63.232,66.88,62.607,63.208,7.693,69.054,-405.283,-0.918,0.779,B
65.621,65.784,63.512,63.051,54.582,72.639,-439.34,0.671,2.13,B
64.433,66.292,63.994,66.129,57.737,68.316,-343.008,0.057,0.957,B
63.97,66.447,64.843,66.366,83.691,71.641,-382.74,-0.645,2.179,B
64.506,66.983,62.565,63.727,33.976,71.453,-635.231,-0.073,4.732,B
64.24,65.615,62.801,66.269,12.099,70.867,-86.409,-1.738,-1.902,B
62.971,63.502,63.218,64.422,32.296,71.991,-62.189,-0.224,1.791,B
62.964,63.613,61.217,64.178,68.411,69.818,-649.098,0.313,5.867,B
63.325,64.468,62.286,63.69,12.381,70.901,-231.158,-1.327,2.937,B
64.32,66.861,62.238,63.523,27.8,71.298,-626.599,-1.764,4.297,B
65.147,65.035,63.563,65.484,47.138,69.126,-384.6,-1.669,5.845,B
64.407,66.559,64.755,63.203,25.87,71.15,-18.413,-0.254,3.285,B
65.707,63.547,63.717,63.892,61.452,72.239,-335.728,-0.546,-1.542,B
63.185,64.19,61.611,65.453,86.803,68.033,-636.128,-1.836,0.54,B
65.334,66.789,63.665,64.437,27.786,69.336,-704.476,-1.395,2.331,B
65.072,66.648,63.237,63.924,36.993,68.082,-287.351,-1.748,0.44,B
64.598,65.211,64.565,66.97,16.847,71.718,-135.397,0.252,-1.33,B
62.081,66.611,64.616,66.323,50.684,71.916,-346.6,-1.622,2.294,B
63.449,64.691,61.244,65.305,41.562,70.197,-234.672,0.948,-0.353,B
62.905,66.162,63.221,64.984,33.445,71.47,-177.507,-0.964,2.75,B
65.282,66.502,63.441,65.568,82.743,72.499,-757.218,-0.764,-0.672,B
62.13,66.293,62.131,65.957,20.005,69.006,-566.135,-1.338,1.248,B
63.079,64.381,61.948,63.25,69.721,69.124,-741.175,-0.193,1.284,B
62.443,66.755,64.211,64.976,81.273,72.641,-201.507,0.087,-1.447,B
63.912,66.063,63.12,64.185,67.573,70.565,-403.093,0.268,5.869,B
63.6,65.265,63.358,63.711,85.426,69.556,-336.155,0.178,-1.296,B
64.858,64.814,61.229,65.528,85.961,68.843,-428.95,0.415,1.861,B
64.868,63.987,64.436,65.241,5.128,68.061,-496.283,-0.147,-0.997,B
65.923,63.223,63.81,65.591,12.523,70.068,-948.959,-0.24,1.514,B
65.709,65.628,61.176,64.531,56.201,72.659,-349.125,0.923,1.758,B
64.047,64.428,64.448,65.364,46.628,70.935,-264.157,-1.882,0.629,B
64.428,65.888,62.163,65.531,15.49,68.775,-342.634,-1.925,-1.612,B
62.6,63.926,61.75,65.365,83.289,70.608,-593.316,0.753,-1.927,B
63.689,64.834,64.085,63.311,68.959,72.628,-725.903,-1.516,-0.596,B
64.53,63.701,62.033,65.467,86.685,68.339,-819.086,-0.648,5.631,B
63.294,66.933,63.853,64.758,63.194,72.782,-966.634,0.853,3.197,B
64.189,63.945,61.272,64.243,82.597,68.674,-423.317,-0.536,1.427,B
65.767,64.103,61.93,63.693,55.256,71.47,-419.241,0.427,0.874,B
63.994,66.013,61.699,65.539,3.816,71.15,-646.748,-0.201,-0.99,B
62.096,64.838,63.837,66.741,43.302,69.02,-362.82,-0.811,5.106,B
65.726,66.317,63.57,66.415,69.827,71.951,-163.52,-1.905,-0.674,B
63.345,65.766,61.56,63.7,11.401,68.462,-411.013,-0.046,3.682,B
63.56,65.101,63.225,64.296,79.812,72.402,-957.604,0.576,4.399,B
62.944,65.78,63.872,63.69,38.997,68.073,-570.321,-1.899,1.209,B
65.672,64.009,64.477,63.405,77.754,68.572,-12.572,-0.837,0.727,B
64.777,65.726,62.757,64.888,82.585,71.701,-676.211,-0.863,3.767,B
62.498,65.193,63.941,66.197,51.017,70.798,-153.187,0.203,-1.307,B
64.502,63.926,62.174,66.031,2.982,70.9,-555.088,0.595,3.52,B
64.362,65.103,63.392,65.406,77.807,69.099,-425.383,-0.19,0.393,B
63.229,66.761,64.889,66.579,76.924,70.645,-859.372,0.799,3.045,B
63.559,66.518,64.327,65.93,67.366,71.306,-996.608,-1.251,-0.48,B
63.992,66.487,63.016,64.866,68.112,71.579,-369.024,-0.789,1.095,B
64.786,64.654,61.375,63.952,6.768,70.717,-422.442,0.228,-1.592,B
64.057,63.029,63.969,64.907,34.513,68.461,-265.483,0.481,5.194,B
63.429,63.916,63.812,63.607,57.698,72.017,-245.795,-1.783,5.356,B
63.83,66.375,64.162,64.51,55.143,68.583,-402.789,-1.6,3.658,B
63.036,63.675,61.566,66.218,31.451,72.096,-350.859,0.642,-1.316,B
62.853,64.757,64.293,63.579,84.413,68.397,-250.101,-0.454,0.983,B
62.028,66.312,61.208,64.93,48.1,68.72,-27.145,-0.455,-0.64,B
63.904,66.326,61.194,63.118,2.384,71.504,-160.192,-0.603,1.005,B
63.396,64.747,62.253,63.729,3.009,68.088,-613.162,0.216,-0.159,B
62.974,65.45,62.293,64.596,75.698,69.501,-673.601,0.148,0.784,B
62.196,65.664,62.399,63.308,40.941,68.973,-246.474,0.44,2.143,B
62.005,63.222,64.408,66.06,46.107,69.22,-619.068,-1.391,4.384,B
63.798,65.675,64.901,63.977,88.982,70.879,-899.969,-0.13,-1.268,B
63.141,63.061,62.209,66.03,0.705,72.498,-505.871,0.62,3.724,B
64.966,64.812,64.644,64.071,4.852,71.76,-762.51,-0.568,-1.115,B
62.913,63.546,64.962,63.597,80.303,69.485,-769.797,-0.362,0.004,B
63.568,65.957,63.226,66.135,52.748,69.268,-788.354,-1.946,3.173,B
63.766,63.123,62.512,65.539,26.747,71.768,-410.669,-1.145,1.416,B
62.3,63.614,64.999,65.645,29.572,72.244,-841.582,-0.326,-1.438,B
62.587,63.56,63.775,64.329,40.584,68.924,-117.234,-1.749,1.189,B
64.197,66.355,63.586,63.202,33.023,71.108,-67.357,-0.423,4.414,B
65.406,63.228,63.491,66.142,66.87,69.482,-790.348,-1.697,5.608,B
65.496,66.819,61.327,63.57,53.77,71.908,-641.591,0.528,0.729,B
64.142,66.067,61.19,64.924,19.534,69.41,-916.291,0.307,4.456,B
65.991,63.613,63.864,63.207,54.294,71.235,-185.654,-0.011,3.643,B
65.486,64.994,62.168,65.638,46.258,72.904,-244.473,-1.454,5.495,B
69.201,69.943,67.706,69.263,90.0,66.784,-574.144,-152.869,2.735,C
66.593,68.975,68.946,68.877,90.0,67.787,-558.471,-399.87,-2.701,C
67.839,67.006,66.213,67.483,90.0,67.679,-843.923,-162.241,2.086,C
69.096,69.795,66.235,69.706,90.0,69.059,-264.968,-137.145,-1.703,C
69.89,67.292,66.144,66.073,90.0,69.763,-987.039,-229.954,0.988,C
66.783,68.048,68.392,67.481,90.0,67.493,-981.619,-34.936,-3.473,C
67.595,68.598,67.989,66.581,90.0,66.143,-470.171,-709.45,2.97,C
69.924,68.277,68.925,69.323,90.0,67.866,-707.064,-269.44,1.43,C
68.465,69.635,67.268,67.4,90.0,66.714,-507.471,-205.52,1.251,C
67.862,68.601,66.929,68.054,90.0,67.421,-242.468,-904.597,1.748,C
69.569,67.253,68.416,68.104,90.0,67.869,-646.022,-149.225,-1.424,C
69.525,66.079,68.425,66.788,90.0,69.073,-138.083,-127.933,0.527,C
66.765,69.473,69.569,69.221,90.0,66.396,-804.079,-548.227,-1.405,C
67.922,66.615,67.201,68.475,90.0,66.096,-904.15,-272.15,1.191,C
68.943,69.987,67.569,67.589,90.0,67.686,-220.247,-618.58,-0.598,C
66.41,68.887,66.814,68.571,90.0,66.399,-737.893,-61.238,-1.504,C
68.259,68.52,68.157,67.631,90.0,68.036,-808.766,-441.619,-2.214,C
69.618,66.595,69.928,67.892,90.0,68.101,-895.137,-754.472,0.44,C
68.809,68.824,66.625,66.349,90.0,69.531,-92.699,-45.775,2.496,C
66.422,69.715,69.694,67.278,90.0,68.645,-156.34,-863.18,1.243,C
69.29,69.89,66.905,66.356,90.0,66.672,-405.611,-395.6,-1.333,C
67.97,66.863,69.713,66.986,90.0,67.941,-864.906,-287.521,-2.916,C
66.122,66.298,66.678,67.468,90.0,66.296,-597.145,-291.51,-3.084,C
67.077,68.62,69.936,66.632,90.0,69.691,-417.273,-202.102,-2.684,C
66.873,69.324,66.874,68.144,90.0,69.939,-970.227,-937.421,2.457,C
68.613,67.34,66.532,68.991,90.0,68.69,-896.529,-295.351,-2.984,C
66.034,67.796,67.781,66.286,90.0,68.862,-684.908,-138.805,-2.338,C
69.929,67.758,66.942,68.99,90.0,67.505,-768.007,-447.209,-2.629,C
66.698,68.06,69.194,69.019,90.0,69.718,-914.633,-577.98,3.269,C
67.075,68.363,67.965,68.605,90.0,66.91,-414.581,-832.79,-3.604,C
69.687,68.225,68.471,66.657,90.0,69.762,-409.939,-835.876,1.015,C
67.057,67.111,67.914,67.917,90.0,67.792,-809.24,-62.818,-3.98,C
67.651,67.523,68.443,66.434,90.0,69.282,-196.981,-889.006,-3.61,C
69.621,69.35,68.812,68.495,90.0,66.685,-38.257,-13.955,2.129,C
69.514,67.079,67.695,69.764,90.0,67.39,-453.538,-278.804,-1.44,C
66.207,68.76,67.697,67.89,90.0,69.313,-131.658,-951.885,-3.665,C
69.051,68.646,67.105,68.996,90.0,68.852,-606.629,-503.821,-2.534,C
69.063,68.355,68.905,69.781,90.0,67.354,-575.051,-146.826,0.075,C
66.179,69.807,66.698,67.701,90.0,67.364,-984.825,-881.944,2.788,C
67.142,68.133,68.856,66.958,90.0,66.908,-108.132,-837.064,1.544,C
67.175,67.06,67.922,68.755,90.0,66.167,-337.447,-948.611,3.064,C
67.322,68.747,68.818,69.037,90.0,69.7,-581.495,-33.997,-0.018,C
69.118,66.466,68.177,67.757,90.0,68.882,-145.312,-326.955,0.89,C
68.91,66.492,68.807,69.954,90.0,68.023,-211.999,-808.985,0.348,C
67.074,67.206,69.404,67.39,90.0,67.44,-34.254,-489.095,-2.073,C
68.04,68.199,69.416,67.547,90.0,66.843,-603.337,-873.95,-3.889,C
67.963,66.795,67.079,67.332,90.0,67.049,-56.634,-937.482,-0.367,C
69.829,67.459,69.872,66.853,90.0,68.258,-519.784,-712.365,2.628,C
68.503,68.663,69.073,66.479,90.0,68.46,-342.258,-543.658,-2.706,C
69.987,69.111,69.593,68.463,90.0,69.208,-336.038,-11.227,4.877,C
69.148,69.651,67.787,67.322,90.0,68.88,-574.416,-812.052,0.088,C
68.56,69.137,68.333,67.911,90.0,66.402,-655.235,-504.972,-3.278,C
68.764,67.889,69.381,66.784,90.0,68.492,-963.061,-817.651,3.44,C
67.84,66.011,69.053,68.089,90.0,67.636,-35.909,-301.162,0.958,C
69.463,68.335,67.327,68.64,90.0,68.861,-298.853,-100.014,3.197,C
69.877,66.305,66.342,68.98,90.0,68.815,-643.377,-908.616,-1.438,C
67.462,68.473,66.753,66.263,90.0,69.5,-965.39,-835.762,-1.022,C
69.679,66.021,67.52,67.038,90.0,67.863,-910.392,-575.956,0.304,C
66.015,66.614,66.707,67.197,90.0,69.53,-798.36,-408.835,0.436,C
68.827,68.623,69.648,66.263,90.0,67.273,-78.915,-389.313,-0.934,C
67.836,67.811,68.304,68.879,90.0,69.543,-314.054,-547.064,2.87,C
67.34,68.559,66.09,66.416,90.0,66.528,-319.441,-125.143,-1.997,C
68.392,66.122,67.106,66.671,90.0,69.733,-270.977,-584.911,0.43,C
66.604,68.857,67.803,66.612,90.0,67.649,-542.821,-391.888,3.735,C
66.105,69.551,68.271,67.391,90.0,66.334,-916.852,-142.742,-3.418,C
68.132,68.701,66.402,66.154,90.0,69.804,-596.859,-371.747,2.22,C
67.959,68.988,67.529,66.921,90.0,69.178,-769.779,-456.067,3.301,C
66.368,66.853,66.461,66.706,90.0,69.778,-872.281,-757.547,1.904,C
66.445,66.504,67.79,66.837,90.0,69.667,-42.887,-652.721,-2.661,C
67.12,67.343,67.984,67.929,90.0,69.86,-559.0,-500.681,-1.622,C
68.316,68.054,69.911,69.917,90.0,66.592,-582.574,-804.303,0.364,C
66.297,69.826,66.195,67.837,90.0,66.072,-154.001,-740.592,0.699,C
68.011,66.853,69.09,68.437,90.0,66.761,-180.994,-573.459,-1.445,C
66.08,67.124,66.618,67.92,90.0,67.13,-700.963,-432.856,0.681,C
69.866,66.606,69.882,69.897,90.0,68.844,-534.711,-262.245,-2.501,C
69.255,66.643,69.578,67.474,90.0,69.954,-302.087,-778.653,0.713,C
68.808,68.268,68.17,67.897,90.0,67.002,-84.96,-830.739,1.99,C
66.279,69.234,69.156,66.396,90.0,67.241,-967.898,-326.622,0.451,C
66.005,66.572,66.677,67.856,90.0,67.331,-315.351,-344.98,-2.553,C
67.982,69.548,68.396,66.821,90.0,66.295,-161.393,-63.165,-0.966,C
67.546,66.164,66.047,69.258,90.0,66.466,-582.983,-988.3,-3.941,C
66.83,68.425,68.329,69.835,90.0,67.855,-80.011,-687.624,-0.242,C
69.93,66.521,66.815,69.073,90.0,66.336,-89.866,-396.219,-2.244,C
66.627,69.306,66.111,67.921,90.0,66.36,-405.078,-439.013,-2.98,C
66.124,66.253,69.953,66.768,90.0,67.881,-975.682,-268.27,3.832,C
67.934,69.485,68.789,68.39,90.0,66.548,-931.061,-344.705,-3.848,C
68.409,69.473,68.17,68.393,90.0,69.39,-470.534,-664.562,-2.963,C
66.581,66.088,69.794,68.666,90.0,67.139,-62.846,-931.516,-0.982,C
67.646,69.092,69.831,67.729,90.0,66.084,-908.156,-247.269,2.917,C
67.08,66.74,67.998,68.073,90.0,69.677,-570.983,-304.533,1.006,C
66.716,68.197,68.481,66.72,90.0,67.499,-735.667,-337.492,-3.156,C
68.839,69.936,66.225,66.464,90.0,66.251,-403.145,-497.902,-0.57,C
69.87,69.737,67.077,68.228,90.0,66.16,-272.316,-985.105,-1.223,C
67.864,69.998,68.801,67.726,90.0,68.141,-110.977,-770.585,-2.071,C
68.74,66.389,69.804,68.234,90.0,66.19,-111.923,-813.136,-2.53,C
69.4,68.015,67.248,66.451,90.0,66.88,-378.671,-433.607,-2.469,C
69.586,66.724,68.204,69.721,90.0,68.533,-865.585,-897.888,-0.443,C
66.328,66.681,69.008,69.711,90.0,68.441,-52.34,-436.291,-1.252,C
67.409,69.927,66.515,68.421,90.0,67.908,-451.325,-879.23,-1.021,C
69.536,68.731,68.399,68.822,90.0,66.046,-292.942,-218.709,2.178,C
75.522,74.581,74.893,63.816,90.0,69.594,-126.243,-0.49,-3.058,D
74.341,74.075,73.031,63.274,90.0,72.451,-702.536,0.096,-4.566,D
74.423,74.431,73.922,65.488,90.0,69.415,-410.39,-0.713,-3.153,D
75.901,74.16,74.264,64.185,90.0,69.259,-931.01,-1.304,3.644,D
73.657,73.058,74.292,64.747,90.0,72.547,-480.422,-0.211,3.689,D
74.195,74.042,73.197,63.488,90.0,70.221,-209.465,0.085,-2.683,D
74.273,75.634,75.955,63.048,90.0,70.292,-154.95,0.855,0.196,D
75.724,74.424,75.254,65.804,90.0,70.656,-394.931,0.344,-3.113,D
73.256,74.119,73.932,64.397,90.0,71.827,-898.249,-0.536,1.454,D
73.532,75.047,75.323,65.243,90.0,71.787,-967.746,-0.987,-3.567,D
75.977,75.017,73.363,65.278,90.0,69.929,-751.378,-0.418,3.167,D
73.049,73.942,73.565,65.459,90.0,72.894,-56.776,-1.607,-0.151,D
75.512,73.974,72.161,64.445,90.0,72.467,-123.021,0.118,-1.759,D
75.806,73.193,75.534,64.495,90.0,71.331,-244.591,0.397,0.535,D
74.387,75.409,73.665,63.948,90.0,69.553,-791.568,-1.301,-2.343,D
74.035,74.734,74.225,65.226,90.0,72.746,-912.8,-1.799,-0.942,D
74.849,75.772,75.803,63.834,90.0,72.665,-805.552,-1.002,3.639,D
73.68,75.972,73.07,63.477,90.0,71.687,-982.153,0.76,3.205,D
75.803,74.152,72.157,65.24,90.0,69.737,-813.457,0.542,-2.386,D
73.303,73.587,73.487,63.837,90.0,70.472,-906.436,-1.086,-4.316,D
74.247,73.045,75.696,63.403,90.0,69.966,-966.679,-1.76,-3.607,D
74.036,74.721,72.912,63.968,90.0,72.948,-409.888,-0.101,1.879,D
73.095,75.664,75.898,64.328,90.0,70.585,-103.165,0.738,1.213,D
74.354,73.16,74.909,65.725,90.0,72.925,-957.872,0.485,-1.177,D
74.241,75.177,75.323,63.872,90.0,70.886,-190.058,-1.901,0.351,D
75.899,74.825,72.418,65.269,90.0,72.262,-842.354,-1.968,-3.18,D
75.718,74.464,73.864,64.958,90.0,71.068,-854.979,-0.399,1.892,D
73.999,73.134,75.017,63.269,90.0,69.636,-789.829,-0.647,4.139,D
74.891,75.809,73.884,64.723,90.0,70.505,-207.952,-1.556,3.661,D
75.606,75.159,73.79,65.642,90.0,70.916,-651.549,-1.851,-2.367,D
74.677,74.789,73.582,63.212,90.0,71.926,-365.596,-0.582,1.481,D
75.331,75.501,73.14,63.821,90.0,71.242,-372.126,0.123,-1.726,D
74.831,73.879,75.814,63.311,90.0,69.941,-207.173,0.522,-1.113,D
74.288,74.417,75.829,64.176,90.0,71.115,-606.831,-0.572,-0.42,D
73.555,75.497,72.366,65.401,90.0,72.744,-473.329,0.346,-0.155,D
74.773,74.74,72.546,64.05,90.0,69.208,-474.039,-1.403,-0.689,D
74.503,75.197,72.091,64.492,90.0,71.198,-518.139,0.365,-0.362,D
74.954,73.129,75.069,64.881,90.0,69.56,-398.64,0.082,-3.549,D
74.026,73.558,73.883,63.869,90.0,70.733,-919.167,-1.045,-4.463,D
75.561,74.469,75.039,64.511,90.0,72.622,-663.787,-0.627,0.56,D
74.359,73.662,74.142,65.481,90.0,71.983,-27.608,-1.175,3.954,D
74.935,73.383,75.677,63.282,90.0,71.388,-459.417,-1.75,0.373,D
74.175,75.128,72.67,65.993,90.0,69.834,-262.925,-0.228,0.784,D
74.172,73.335,72.633,65.97,90.0,70.549,-184.632,-1.444,3.88,D
74.196,73.527,74.164,63.302,90.0,69.784,-314.631,-1.039,2.808,D
74.041,75.633,74.988,65.532,90.0,71.589,-541.755,0.474,-4.168,D
